CustomerID,InvoiceDate,Recency,Frequency,Monetary,KMeans_Cluster,Hier_Cluster,DBSCAN_Cluster,Customer_Quality
13058,2011-12-10 13:28:00,1,2,137.70000000000002,0,2,-1,Noise/Outlier
13059,2011-04-04 10:40:00,251,1,183.4,1,2,1,Medium-Value
13062,2011-01-06 15:12:00,339,1,346.98,1,2,1,Medium-Value
13064,2011-12-09 13:56:00,2,2,639.03,0,2,2,Low-Value
13065,2010-01-12 16:52:00,698,1,205.86,1,2,1,Medium-Value
13066,2011-07-11 17:06:00,153,1,151.81,1,2,1,Medium-Value
13069,2011-12-08 11:48:00,3,14,2825.74,0,0,3,Potential
13075,2011-02-08 10:19:00,306,1,919.61,1,2,1,Medium-Value
13077,2011-08-12 19:24:00,120,2,465.55,1,2,4,Churn Risk
13078,2011-12-10 14:48:00,1,10,4629.86,0,0,3,Potential
13079,2011-09-09 15:25:00,93,2,65.7,1,2,4,Churn Risk
13081,2011-10-11 11:49:00,61,6,17893.61,0,0,-1,Noise/Outlier
13082,2011-05-08 16:16:00,217,3,1747.54,0,2,0,High-Value
13083,2011-05-12 15:01:00,213,1,111.36,1,2,1,Medium-Value
13085,2011-05-07 12:11:00,218,1,137.98000000000002,1,2,1,Medium-Value
13089,2011-12-04 11:01:00,7,37,27867.5,0,0,-1,Noise/Outlier
13090,2011-08-11 15:13:00,122,6,4099.54,0,2,0,High-Value
13091,2011-11-11 15:54:00,30,1,345.82,1,2,1,Medium-Value
13092,2011-12-05 10:22:00,6,2,151.0,1,2,2,Low-Value
13093,2011-09-03 12:14:00,99,4,3470.34,0,2,0,High-Value
13094,2011-11-02 12:48:00,39,8,1134.24,0,2,0,High-Value
13097,2011-09-08 12:07:00,94,3,1944.28,0,2,0,High-Value
13098,2011-11-07 12:54:00,34,17,19025.14,0,0,-1,Noise/Outlier
13099,2011-01-09 17:40:00,335,1,207.35999999999999,1,2,1,Medium-Value
13102,2011-11-01 14:00:00,40,13,3843.97,0,0,0,High-Value
13104,2011-06-12 13:10:00,182,1,339.48,1,2,1,Medium-Value
13107,2011-10-01 12:28:00,71,1,566.84,1,2,1,Medium-Value
13108,2010-02-12 10:35:00,667,1,350.06,1,2,1,Medium-Value
13109,2011-11-10 10:16:00,31,2,786.54,0,2,4,Churn Risk
13110,2011-08-11 14:30:00,122,3,781.88,1,2,0,High-Value
13113,2011-12-05 12:30:00,6,11,4756.24,0,0,3,Potential
13115,2011-12-10 12:42:00,1,2,1779.6200000000001,0,2,2,Low-Value
13117,2011-10-08 10:09:00,64,5,664.71,0,2,0,High-Value
13122,2011-06-09 15:53:00,185,1,18.72,1,2,1,Medium-Value
13124,2011-11-09 12:45:00,32,2,2610.01,0,2,4,Churn Risk
13126,2011-10-03 15:06:00,69,5,1126.69,0,2,0,High-Value
13130,2011-06-09 15:30:00,185,1,64.0,1,2,1,Medium-Value
13131,2011-05-06 10:54:00,219,1,324.9,1,2,1,Medium-Value
13133,2011-11-03 10:31:00,38,2,109.8,1,2,4,Churn Risk
13134,2011-09-06 11:37:00,96,1,360.04,1,2,1,Medium-Value
13136,2011-11-05 12:47:00,36,1,574.46,1,2,1,Medium-Value
13137,2011-11-11 11:56:00,30,4,2019.3,0,2,0,High-Value
13138,2010-02-12 15:03:00,667,1,193.23,1,2,1,Medium-Value
13139,2011-08-05 16:03:00,128,3,1887.38,0,2,0,High-Value
13140,2010-08-12 15:12:00,486,1,159.51,1,2,1,Medium-Value
13141,2011-09-05 15:33:00,97,1,360.18,1,2,1,Medium-Value
13144,2011-11-01 11:15:00,40,1,110.95,1,2,1,Medium-Value
13145,2011-09-09 10:10:00,93,3,499.72,1,2,0,High-Value
13147,2011-09-11 10:18:00,91,2,356.40000000000003,1,2,4,Churn Risk
13148,2011-10-11 15:23:00,61,5,1698.09,0,2,0,High-Value
13153,2011-04-12 12:14:00,243,1,486.22,1,2,1,Medium-Value
13155,2011-06-11 15:41:00,183,2,468.96,1,2,4,Churn Risk
13157,2011-12-04 14:04:00,7,1,300.12,1,2,5,New Customers
13158,2011-12-08 09:04:00,3,3,944.65,0,2,3,Potential
13159,2011-01-12 11:20:00,333,1,282.56,1,2,1,Medium-Value
13162,2011-09-08 15:59:00,94,3,1139.86,0,2,0,High-Value
13166,2011-01-03 15:16:00,342,1,417.2,1,2,1,Medium-Value
13167,2011-03-10 15:10:00,276,2,416.76,1,2,4,Churn Risk
13168,2011-03-11 12:56:00,275,1,346.53000000000003,1,2,1,Medium-Value
13169,2011-07-10 12:11:00,154,2,712.88,1,2,4,Churn Risk
13173,2011-05-12 15:51:00,213,2,353.65,1,2,4,Churn Risk
13174,2010-05-12 16:24:00,578,1,1415.97,1,2,1,Medium-Value
13177,2011-06-10 09:56:00,184,1,282.45,1,2,1,Medium-Value
13178,2011-09-05 14:44:00,97,3,1465.06,0,2,0,High-Value
13183,2011-09-01 10:50:00,101,4,1799.42,0,2,0,High-Value
13184,2011-11-07 12:31:00,34,5,845.53,0,2,0,High-Value
13186,2011-07-09 11:46:00,155,2,1301.94,1,2,4,Churn Risk
13187,2011-06-01 18:57:00,192,1,236.02,1,2,1,Medium-Value
13192,2011-05-09 14:13:00,216,1,447.62,1,2,1,Medium-Value
13193,2011-09-10 14:30:00,92,1,117.88,1,2,1,Medium-Value
13198,2011-11-08 12:48:00,33,3,1824.44,0,2,0,High-Value
13199,2011-08-11 11:29:00,122,13,2863.76,0,0,0,High-Value
13200,2011-05-08 14:50:00,217,1,319.32,1,2,1,Medium-Value
13203,2011-11-08 10:29:00,33,2,309.86,1,2,4,Churn Risk
13207,2011-12-07 11:35:00,4,1,197.52000000000004,1,2,5,New Customers
13208,2011-12-10 09:54:00,1,4,692.14,0,2,3,Potential
13209,2011-09-11 13:54:00,91,4,2330.79,0,2,0,High-Value
13210,2011-07-09 08:18:00,155,1,353.48,1,2,1,Medium-Value
13211,2011-05-09 17:36:00,215,1,775.94,1,2,1,Medium-Value
13212,2011-09-10 15:17:00,92,2,291.47,1,2,4,Churn Risk
13213,2011-09-06 16:57:00,96,2,548.6,1,2,4,Churn Risk
13217,2011-09-08 15:32:00,94,2,137.02,1,2,4,Churn Risk
13218,2011-04-08 16:59:00,247,1,62.63999999999999,1,2,1,Medium-Value
13220,2011-07-06 11:10:00,158,2,643.09,1,2,4,Churn Risk
13224,2011-11-07 14:10:00,34,2,2155.95,0,2,4,Churn Risk
13225,2011-10-10 14:06:00,62,3,3428.0,0,2,0,High-Value
13226,2011-11-03 14:35:00,38,1,108.21000000000001,1,2,1,Medium-Value
13230,2011-10-11 20:01:00,60,7,1567.12,0,2,0,High-Value
13232,2011-12-06 11:17:00,5,3,473.83,0,2,3,Potential
13233,2011-07-01 14:49:00,163,1,304.24,1,2,1,Medium-Value
13235,2011-11-05 17:13:00,36,1,1031.07,1,2,1,Medium-Value
13240,2011-04-09 14:08:00,246,2,334.11,1,2,4,Churn Risk
13242,2011-10-05 12:28:00,67,2,104.0,1,2,4,Churn Risk
13244,2011-08-09 11:46:00,124,1,121.74000000000001,1,2,1,Medium-Value
13248,2011-07-08 12:40:00,156,2,465.68,1,2,4,Churn Risk
13249,2011-08-09 13:26:00,124,2,419.57000000000005,1,2,4,Churn Risk
13253,2011-06-07 10:09:00,187,2,1030.4,1,2,4,Churn Risk
13255,2010-01-12 11:58:00,698,1,225.7,1,2,1,Medium-Value
13259,2011-09-10 10:48:00,92,1,292.32,1,2,1,Medium-Value
13260,2011-09-10 13:21:00,92,1,557.62,1,2,1,Medium-Value
13263,2011-12-05 15:32:00,6,13,2727.1,0,0,3,Potential
13265,2011-12-09 09:36:00,2,4,1802.3,0,2,3,Potential
13266,2011-10-11 13:44:00,61,5,1601.99,0,2,0,High-Value
13267,2011-12-01 12:00:00,10,11,2592.29,0,0,3,Potential
13268,2011-12-04 11:58:00,7,3,843.88,0,2,3,Potential
13269,2011-12-09 12:45:00,2,8,2941.9900000000002,0,0,3,Potential
13270,2010-08-12 14:53:00,486,1,590.0,1,2,1,Medium-Value
13271,2011-02-11 14:31:00,303,1,217.38,1,2,1,Medium-Value
13272,2011-11-09 12:06:00,32,2,276.56,1,2,4,Churn Risk
13276,2011-07-10 12:44:00,154,2,590.9300000000001,1,2,4,Churn Risk
13280,2011-09-08 13:14:00,94,2,422.85,1,2,4,Churn Risk
13282,2011-03-05 12:03:00,281,1,344.70000000000005,1,2,1,Medium-Value
13283,2011-11-10 09:50:00,31,2,93.66,1,2,4,Churn Risk
13285,2011-01-07 14:53:00,338,1,796.83,1,2,1,Medium-Value
13291,2011-07-07 10:36:00,157,1,361.11,1,2,1,Medium-Value
13292,2011-01-11 10:04:00,334,1,329.37,1,2,1,Medium-Value
13294,2011-04-04 12:37:00,251,2,873.74,1,2,4,Churn Risk
13297,2011-03-10 15:08:00,276,2,1638.8999999999999,1,2,4,Churn Risk
13298,2011-08-12 13:11:00,121,1,360.0,1,2,1,Medium-Value
13301,2011-04-07 13:35:00,248,2,306.99,1,2,4,Churn Risk
13302,2011-07-07 17:56:00,156,1,63.75,1,2,1,Medium-Value
13305,2011-11-03 15:22:00,38,6,1086.21,0,2,0,High-Value
13307,2011-11-08 17:14:00,33,1,15.0,1,2,-1,Noise/Outlier
13309,2011-12-09 14:15:00,2,3,1007.09,0,2,3,Potential
13310,2011-11-11 17:23:00,29,1,314.38,1,2,1,Medium-Value
13311,2011-12-07 14:26:00,4,2,598.57,0,2,2,Low-Value
13313,2011-08-05 13:20:00,128,3,934.04,0,2,0,High-Value
13314,2011-08-12 12:29:00,121,2,276.32,1,2,4,Churn Risk
13316,2011-02-11 13:40:00,303,1,1514.17,1,2,1,Medium-Value
13317,2011-04-10 13:35:00,245,1,959.7,1,2,1,Medium-Value
13318,2011-08-12 18:51:00,120,3,640.76,1,2,0,High-Value
13319,2011-10-11 14:31:00,61,15,6712.74,0,0,0,High-Value
13320,2011-10-05 10:30:00,67,2,508.61,1,2,4,Churn Risk
13323,2011-07-11 16:00:00,153,3,530.25,1,2,0,High-Value
13324,2011-11-09 12:34:00,32,5,4649.83,0,2,0,High-Value
13327,2011-07-06 08:54:00,158,4,2084.42,0,2,0,High-Value
13329,2011-08-11 10:29:00,122,2,789.0,1,2,4,Churn Risk
13330,2011-08-09 12:27:00,124,2,805.11,1,2,4,Churn Risk
13334,2011-07-02 11:42:00,162,2,2731.84,0,2,4,Churn Risk
13338,2011-05-07 09:06:00,218,1,487.02,1,2,1,Medium-Value
13340,2011-08-03 11:39:00,130,1,3678.03,1,2,1,Medium-Value
13344,2011-07-03 10:28:00,161,3,2543.72,0,2,0,High-Value
13348,2011-06-10 17:28:00,183,1,233.76,1,2,1,Medium-Value
13351,2011-04-10 12:55:00,245,1,373.94,1,2,1,Medium-Value
13352,2011-10-10 13:55:00,62,1,397.97999999999996,1,2,1,Medium-Value
13355,2011-09-08 14:48:00,94,1,674.7,1,2,1,Medium-Value
13359,2011-07-10 09:30:00,154,1,439.56,1,2,1,Medium-Value
13362,2011-08-04 08:21:00,129,1,768.83,1,2,1,Medium-Value
13365,2011-06-11 12:36:00,183,2,2225.37,1,2,4,Churn Risk
13368,2011-06-01 12:32:00,193,1,35.400000000000006,1,2,1,Medium-Value
13369,2010-09-12 11:30:00,455,1,308.28000000000003,1,2,1,Medium-Value
13370,2010-03-12 10:26:00,639,1,754.87,1,2,1,Medium-Value
13372,2011-11-09 12:46:00,32,1,378.64,1,2,1,Medium-Value
13373,2011-10-10 10:51:00,62,3,3312.25,0,2,0,High-Value
13375,2011-12-09 10:19:00,2,1,778.65,0,2,5,New Customers
13376,2011-01-09 16:16:00,336,1,249.76,1,2,1,Medium-Value
13379,2011-02-10 15:18:00,304,1,299.53,1,2,1,Medium-Value
13381,2011-11-09 15:35:00,32,2,1177.98,0,2,4,Churn Risk
13382,2011-04-03 10:03:00,252,1,222.99,1,2,1,Medium-Value
13384,2011-09-11 11:04:00,91,2,1305.44,1,2,4,Churn Risk
13394,2011-11-07 13:40:00,34,4,1218.27,0,2,0,High-Value
13395,2011-07-06 15:04:00,158,1,307.72,1,2,1,Medium-Value
13396,2011-10-11 16:59:00,61,1,973.72,1,2,1,Medium-Value
13397,2011-09-06 15:35:00,96,2,678.62,1,2,4,Churn Risk
13402,2011-04-08 15:51:00,247,2,621.23,1,2,4,Churn Risk
13404,2011-11-05 11:57:00,36,2,252.49,1,2,4,Churn Risk
13408,2011-12-07 16:37:00,4,22,10221.25,0,0,-1,Noise/Outlier
13410,2011-05-06 15:52:00,219,1,140.4,1,2,1,Medium-Value
13414,2011-05-07 12:52:00,218,1,467.7,1,2,1,Medium-Value
13417,2011-05-12 08:49:00,213,1,404.83,1,2,1,Medium-Value
13418,2011-11-05 10:30:00,36,11,3642.99,0,0,0,High-Value
13419,2011-07-10 12:49:00,154,1,221.06,1,2,1,Medium-Value
13422,2011-06-10 13:42:00,184,1,2626.3,1,2,1,Medium-Value
13426,2011-11-09 11:59:00,32,5,2017.32,0,2,0,High-Value
13427,2011-11-08 12:53:00,33,2,464.86,1,2,4,Churn Risk
13429,2011-10-10 12:51:00,62,1,165.72,1,2,1,Medium-Value
13431,2011-12-09 11:25:00,2,2,1269.1,0,2,2,Low-Value
13434,2011-04-09 10:35:00,246,1,72.84,1,2,1,Medium-Value
13435,2011-05-08 11:49:00,217,3,1137.28,1,2,0,High-Value
13436,2011-08-12 10:33:00,121,1,196.89,1,2,1,Medium-Value
13437,2011-08-11 14:02:00,122,4,2374.81,0,2,0,High-Value
13441,2011-09-09 09:38:00,93,1,296.64,1,2,1,Medium-Value
13447,2011-06-11 11:56:00,183,2,654.01,1,2,4,Churn Risk
13448,2011-05-05 11:53:00,220,4,1423.26,0,2,0,High-Value
13450,2011-11-09 14:00:00,32,4,1289.34,0,2,0,High-Value
13451,2011-12-05 18:49:00,5,3,1852.51,0,2,3,Potential
13455,2010-08-12 13:11:00,486,1,692.94,1,2,1,Medium-Value
13456,2011-07-10 15:18:00,154,2,884.7600000000001,1,2,4,Churn Risk
13458,2011-12-04 13:19:00,7,8,5803.16,0,0,3,Potential
13460,2011-10-11 17:17:00,61,1,75.98,1,2,1,Medium-Value
13461,2011-01-11 09:01:00,334,1,560.8,1,2,1,Medium-Value
13462,2011-01-04 11:20:00,341,1,151.5,1,2,1,Medium-Value
13464,2011-12-10 15:01:00,1,1,674.68,0,2,5,New Customers
13466,2011-08-06 16:39:00,127,1,307.9,1,2,1,Medium-Value
13467,2011-03-11 16:56:00,275,1,782.46,1,2,1,Medium-Value
13468,2011-12-10 14:10:00,1,21,3397.3,0,0,-1,Noise/Outlier
13470,2011-01-09 14:57:00,336,1,49.5,1,2,1,Medium-Value
13471,2011-08-12 15:44:00,121,2,985.1800000000001,1,2,4,Churn Risk
13473,2011-11-01 08:45:00,40,2,422.64,1,2,4,Churn Risk
13475,2011-06-05 12:21:00,189,2,525.26,1,2,4,Churn Risk
13476,2011-03-03 14:43:00,283,1,727.6,1,2,1,Medium-Value
13477,2011-12-05 13:10:00,6,2,421.59,0,2,2,Low-Value
13483,2011-05-10 11:53:00,215,1,140.34,1,2,1,Medium-Value
13484,2011-12-04 16:30:00,7,1,313.8,1,2,5,New Customers
13486,2011-07-07 17:19:00,157,2,819.61,1,2,4,Churn Risk
13487,2011-10-05 16:19:00,67,1,215.65,1,2,1,Medium-Value
13488,2011-12-01 11:52:00,10,4,4038.12,0,0,3,Potential
13489,2011-05-07 11:30:00,218,1,51.36,1,2,1,Medium-Value
13491,2011-11-01 09:58:00,40,5,655.48,0,2,0,High-Value
13492,2011-09-05 10:06:00,97,2,676.1,1,2,4,Churn Risk
13493,2011-09-03 15:35:00,99,1,439.28,1,2,1,Medium-Value
13494,2011-01-02 11:58:00,343,1,316.26000000000005,1,2,1,Medium-Value
13495,2011-04-11 10:29:00,244,3,1483.39,0,2,0,High-Value
13497,2011-02-03 09:04:00,311,2,348.05,1,2,4,Churn Risk
13499,2011-10-11 15:09:00,61,1,323.62,1,2,1,Medium-Value
13500,2011-09-08 12:20:00,94,2,668.8,1,2,4,Churn Risk
13502,2011-10-03 08:40:00,69,1,74.56,1,2,1,Medium-Value
13504,2011-06-10 13:20:00,184,1,295.93,1,2,1,Medium-Value
13506,2010-05-12 12:15:00,578,1,301.12,1,2,1,Medium-Value
13507,2011-06-12 13:13:00,182,2,842.69,1,2,4,Churn Risk
13508,2011-10-04 11:58:00,68,1,110.97,1,2,1,Medium-Value
13509,2011-11-03 15:42:00,38,3,265.3,1,2,0,High-Value
13510,2011-09-06 09:32:00,96,3,1239.67,0,2,0,High-Value
13513,2011-05-08 11:50:00,217,1,205.1,1,2,1,Medium-Value
13515,2011-06-04 10:33:00,190,1,203.4,1,2,1,Medium-Value
13517,2011-11-10 11:43:00,31,1,516.24,1,2,1,Medium-Value
13520,2011-12-10 10:20:00,1,3,1592.45,0,2,3,Potential
13521,2011-08-12 13:50:00,121,2,805.77,1,2,4,Churn Risk
13522,2011-09-11 15:11:00,91,1,125.80000000000001,1,2,1,Medium-Value
13523,2011-06-11 15:11:00,183,2,1545.79,1,2,4,Churn Risk
13524,2011-04-05 12:26:00,250,1,159.20000000000002,1,2,1,Medium-Value
13525,2011-05-04 15:36:00,221,1,282.88,1,2,1,Medium-Value
13527,2011-11-09 12:15:00,32,3,921.09,0,2,0,High-Value
13531,2010-08-12 15:03:00,486,1,305.45,1,2,1,Medium-Value
13532,2011-06-11 12:25:00,183,1,210.31,1,2,1,Medium-Value
13533,2011-10-06 11:54:00,66,1,124.14999999999999,1,2,1,Medium-Value
13534,2011-08-02 10:17:00,131,7,1746.18,0,2,0,High-Value
13536,2011-08-12 16:38:00,121,2,1009.0,1,2,4,Churn Risk
13538,2011-11-08 08:50:00,33,4,728.55,0,2,0,High-Value
13539,2011-03-02 15:23:00,284,1,164.1,1,2,1,Medium-Value
13548,2011-10-04 11:35:00,68,2,682.41,1,2,4,Churn Risk
13549,2011-12-07 10:05:00,4,3,370.2,0,2,3,Potential
13552,2011-08-08 11:28:00,125,3,909.34,0,2,0,High-Value
13557,2011-11-11 15:24:00,30,2,584.06,1,2,4,Churn Risk
13558,2011-09-10 11:15:00,92,3,445.93,1,2,0,High-Value
13560,2011-02-12 13:11:00,302,1,174.37,1,2,1,Medium-Value
13561,2011-08-05 12:39:00,128,1,141.85999999999999,1,2,1,Medium-Value
13562,2011-08-04 12:42:00,129,1,603.27,1,2,1,Medium-Value
13564,2010-06-12 17:26:00,546,1,540.0,1,2,1,Medium-Value
13565,2011-09-01 14:28:00,101,1,110.17999999999999,1,2,1,Medium-Value
13569,2010-07-12 12:29:00,517,1,118.32,1,2,1,Medium-Value
13570,2011-10-04 13:36:00,68,1,239.49,1,2,1,Medium-Value
13571,2011-08-09 11:27:00,124,5,983.75,0,2,0,High-Value
13575,2011-12-10 11:55:00,1,1,147.41,1,2,5,New Customers
13576,2011-10-11 14:35:00,61,8,3233.78,0,0,0,High-Value
13577,2011-12-04 10:33:00,7,2,728.45,0,2,2,Low-Value
13579,2010-05-12 16:10:00,578,1,164.70000000000002,1,2,1,Medium-Value
13581,2011-03-02 14:41:00,284,1,118.0,1,2,1,Medium-Value
13583,2011-07-07 10:40:00,157,1,781.03,1,2,1,Medium-Value
13584,2011-06-02 12:49:00,192,1,142.4,1,2,1,Medium-Value
13587,2011-07-10 12:31:00,154,1,712.4,1,2,1,Medium-Value
13588,2011-11-11 13:29:00,30,4,1043.85,0,2,0,High-Value
13590,2011-12-07 10:46:00,4,2,513.41,0,2,2,Low-Value
13591,2011-06-10 12:26:00,184,1,340.9,1,2,1,Medium-Value
13592,2011-10-05 15:48:00,67,2,138.39,1,2,4,Churn Risk
13593,2011-07-01 16:32:00,163,1,559.85,1,2,1,Medium-Value
13596,2011-04-12 12:01:00,243,1,285.44,1,2,1,Medium-Value
13599,2011-12-04 09:03:00,7,11,3283.43,0,0,3,Potential
13601,2011-12-05 16:52:00,6,1,373.2,1,2,5,New Customers
13602,2011-06-10 11:47:00,184,1,428.89,1,2,1,Medium-Value
13606,2011-10-11 17:46:00,60,3,280.53999999999996,1,2,0,High-Value
13610,2011-10-04 14:27:00,68,2,235.2,1,2,4,Churn Risk
13611,2011-11-09 14:51:00,32,1,535.08,1,2,1,Medium-Value
13614,2011-11-09 14:05:00,32,1,302.15,1,2,1,Medium-Value
13617,2011-12-06 12:55:00,5,1,131.10999999999999,1,2,5,New Customers
13623,2011-09-11 12:00:00,91,2,342.84999999999997,1,2,4,Churn Risk
13626,2011-01-04 10:05:00,341,1,257.23,1,2,1,Medium-Value
13627,2011-11-10 14:20:00,31,1,304.29,1,2,1,Medium-Value
13629,2011-09-11 09:52:00,91,5,3604.0,0,2,0,High-Value
13630,2011-08-06 13:56:00,127,3,984.6999999999999,0,2,0,High-Value
13631,2011-01-09 09:57:00,336,1,52.5,1,2,1,Medium-Value
13632,2011-10-04 15:07:00,68,1,261.58,1,2,1,Medium-Value
13634,2011-11-04 16:17:00,37,2,466.29,1,2,4,Churn Risk
13635,2011-03-10 10:55:00,276,1,1071.03,1,2,1,Medium-Value
13636,2011-09-08 14:56:00,94,3,657.27,1,2,0,High-Value
13637,2011-05-06 13:24:00,219,1,262.25,1,2,1,Medium-Value
13642,2011-08-05 12:34:00,128,1,354.8,1,2,1,Medium-Value
13643,2011-08-11 15:37:00,122,3,519.44,1,2,0,High-Value
13645,2011-11-08 16:11:00,33,1,252.1,1,2,1,Medium-Value
13649,2010-08-12 14:46:00,486,1,197.8,1,2,1,Medium-Value
13650,2011-12-09 12:45:00,2,3,792.58,0,2,3,Potential
13651,2011-04-11 14:59:00,244,1,15.0,1,2,1,Medium-Value
13652,2010-06-12 09:21:00,547,1,308.8,1,2,1,Medium-Value
13654,2011-11-04 14:07:00,37,2,798.24,0,2,4,Churn Risk
13655,2011-12-04 09:53:00,7,1,383.65,1,2,5,New Customers
13656,2011-06-01 15:42:00,193,1,162.70000000000002,1,2,1,Medium-Value
13662,2011-11-05 13:23:00,36,1,305.24,1,2,1,Medium-Value
13666,2011-10-10 15:39:00,62,1,20.6,1,2,1,Medium-Value
13668,2011-11-04 14:00:00,37,9,2249.39,0,0,0,High-Value
13672,2011-11-02 13:53:00,39,2,186.39000000000001,1,2,4,Churn Risk
13673,2011-07-11 15:40:00,153,1,213.6,1,2,1,Medium-Value
13675,2011-11-07 12:57:00,34,1,178.38000000000002,1,2,1,Medium-Value
13678,2011-11-07 10:14:00,34,1,232.6,1,2,1,Medium-Value
13680,2011-08-12 13:47:00,121,3,3029.9700000000003,0,2,0,High-Value
13681,2011-07-07 15:21:00,157,2,531.08,1,2,4,Churn Risk
13682,2011-05-06 14:06:00,219,1,59.5,1,2,1,Medium-Value
13685,2011-10-10 12:59:00,62,5,2519.15,0,2,0,High-Value
13686,2011-10-06 09:10:00,66,1,72.0,1,2,1,Medium-Value
13689,2011-07-10 13:21:00,154,1,910.0,1,2,1,Medium-Value
13690,2011-11-10 15:03:00,31,1,172.25,1,2,1,Medium-Value
13692,2011-10-05 10:11:00,67,1,14.95,1,2,1,Medium-Value
13694,2011-10-05 11:56:00,67,18,19940.56,0,0,-1,Noise/Outlier
13695,2011-12-08 11:41:00,3,9,1724.47,0,0,3,Potential
13697,2011-01-11 09:14:00,334,1,151.29999999999998,1,2,1,Medium-Value
13699,2011-07-07 16:51:00,157,1,308.58000000000004,1,2,1,Medium-Value
13700,2011-12-04 11:32:00,7,3,719.98,0,2,3,Potential
13704,2011-12-10 12:44:00,1,3,650.53,0,2,3,Potential
13705,2011-02-12 12:32:00,302,2,507.32,1,2,4,Churn Risk
13706,2011-10-02 09:21:00,70,1,330.79,1,2,1,Medium-Value
13709,2011-06-12 10:28:00,182,8,3079.64,0,2,0,High-Value
13710,2011-08-11 08:16:00,122,1,180.48,1,2,1,Medium-Value
13711,2011-05-05 10:31:00,220,2,252.06,1,2,4,Churn Risk
13712,2011-07-04 12:33:00,160,1,228.84,1,2,1,Medium-Value
13715,2011-05-01 12:15:00,224,5,1079.34,0,2,0,High-Value
13717,2011-07-11 14:13:00,153,2,389.25,1,2,4,Churn Risk
13718,2011-07-04 13:24:00,160,1,192.5,1,2,1,Medium-Value
13719,2011-06-11 15:02:00,183,1,330.79,1,2,1,Medium-Value
13721,2011-03-11 14:05:00,275,1,524.14,1,2,1,Medium-Value
13722,2011-02-03 11:43:00,311,1,1463.47,1,2,1,Medium-Value
13723,2011-06-05 17:04:00,189,1,199.85000000000002,1,2,1,Medium-Value
13725,2011-07-02 15:14:00,162,2,1168.63,1,2,4,Churn Risk
13726,2011-01-11 10:49:00,334,1,786.98,1,2,1,Medium-Value
13727,2011-11-11 09:46:00,30,2,333.48,1,2,4,Churn Risk
13728,2011-03-11 10:49:00,275,2,377.7,1,2,4,Churn Risk
13730,2011-01-07 12:47:00,338,1,306.75,1,2,1,Medium-Value
13731,2011-07-04 10:10:00,160,2,610.59,1,2,4,Churn Risk
13732,2011-11-11 15:49:00,30,1,491.86,1,2,1,Medium-Value
13736,2011-04-12 15:19:00,243,1,374.37,1,2,1,Medium-Value
13741,2011-09-06 07:53:00,96,2,363.13,1,2,4,Churn Risk
13742,2011-11-09 11:24:00,32,5,954.87,0,2,0,High-Value
13743,2011-12-09 12:19:00,2,4,916.68,0,2,3,Potential
13744,2011-05-09 15:19:00,216,1,263.2,1,2,1,Medium-Value
13747,2010-01-12 10:37:00,698,1,79.6,1,2,1,Medium-Value
13748,2011-07-04 10:13:00,160,4,800.8,0,2,0,High-Value
13750,2011-07-01 11:49:00,163,1,325.44,1,2,1,Medium-Value
13752,2011-09-05 14:02:00,97,5,887.2900000000001,0,2,0,High-Value
13754,2011-11-07 11:51:00,34,1,126.6,1,2,1,Medium-Value
13755,2011-07-10 15:45:00,154,3,759.66,1,2,0,High-Value
13756,2011-10-10 10:29:00,62,8,3326.6400000000003,0,0,0,High-Value
13758,2011-09-01 11:41:00,101,5,1784.37,0,2,0,High-Value
13759,2011-06-11 14:47:00,183,1,99.0,1,2,1,Medium-Value
13762,2011-05-05 09:15:00,220,1,306.72,1,2,1,Medium-Value
13763,2011-07-10 15:13:00,154,1,1714.96,1,2,1,Medium-Value
13764,2011-06-01 14:53:00,193,1,499.89,1,2,1,Medium-Value
13767,2011-11-07 12:23:00,34,17,8407.1,0,0,0,High-Value
13769,2011-09-08 10:47:00,94,6,1670.8000000000002,0,2,0,High-Value
13771,2011-06-10 14:18:00,184,3,2041.2,0,2,0,High-Value
13772,2011-06-11 11:43:00,183,2,903.71,1,2,4,Churn Risk
13777,2011-09-12 12:25:00,90,18,12215.31,0,0,-1,Noise/Outlier
13780,2011-02-12 13:49:00,302,1,243.73000000000002,1,2,1,Medium-Value
13781,2011-03-04 12:08:00,282,1,127.84,1,2,1,Medium-Value
13782,2011-07-08 12:21:00,156,2,269.14,1,2,4,Churn Risk
13784,2011-11-01 14:38:00,40,6,1123.47,0,2,0,High-Value
13786,2010-07-12 13:53:00,517,1,230.39999999999998,1,2,1,Medium-Value
13787,2010-10-12 14:45:00,425,1,106.4,1,2,1,Medium-Value
13790,2011-05-12 15:48:00,213,1,348.8,1,2,1,Medium-Value
13791,2011-04-08 11:44:00,247,1,579.0,1,2,1,Medium-Value
13792,2011-04-10 14:31:00,245,1,120.95,1,2,1,Medium-Value
13798,2011-12-09 12:24:00,2,29,21790.46,0,0,-1,Noise/Outlier
13800,2011-03-02 12:27:00,284,1,558.32,1,2,1,Medium-Value
13801,2011-04-10 10:15:00,245,1,324.8,1,2,1,Medium-Value
13802,2011-01-02 12:03:00,343,1,969.74,1,2,1,Medium-Value
13804,2011-09-11 12:32:00,91,4,862.25,0,2,0,High-Value
13805,2011-02-08 15:29:00,306,1,500.24,1,2,1,Medium-Value
13806,2011-07-10 11:43:00,154,1,256.38,1,2,1,Medium-Value
